# Logfile created on Wed May 19 11:48:14 +0900 2010 by logger.rb/22285
D, [2010-05-19T11:53:16.767542 #3178] DEBUG -- : tesu: 1, from: 61, to: 60
D, [2010-05-19T11:53:16.825120 #3178] DEBUG -- : tesu: 36, from: 21, to: 31
D, [2010-05-19T11:53:16.826339 #3178] DEBUG -- : tesu: 37, from: 43, to: 33
D, [2010-05-19T11:53:16.827489 #3178] DEBUG -- : tesu: 38, from: 47, to: 39
D, [2010-05-19T11:53:16.828591 #3178] DEBUG -- : tesu: 39, from: 54, to: 63
D, [2010-05-19T11:53:16.830079 #3178] DEBUG -- : tesu: 40, from: 28, to: 19
D, [2010-05-19T11:53:16.831187 #3178] DEBUG -- : tesu: 41, from: 63, to: 72
D, [2010-05-19T11:53:16.832266 #3178] DEBUG -- : tesu: 42, from: 75, to: 76
D, [2010-05-19T11:53:16.833349 #3178] DEBUG -- : tesu: 43, from: 7, to: 6
D, [2010-05-19T11:53:16.834475 #3178] DEBUG -- : tesu: 44, from: 39, to: 29
D, [2010-05-19T11:53:16.835661 #3178] DEBUG -- : tesu: 45, from: 18, to: 25
D, [2010-05-19T11:53:16.836659 #3178] DEBUG -- : tesu: 46, from: 65, to: 38
D, [2010-05-19T11:53:16.837667 #3178] DEBUG -- : tesu: 47, from: 25, to: 32
D, [2010-05-19T11:53:16.838658 #3178] DEBUG -- : tesu: 48, from: 38, to: 37
D, [2010-05-19T11:53:16.839654 #3178] DEBUG -- : tesu: 49, from: 45, to: 35
D, [2010-05-19T11:53:16.840669 #3178] DEBUG -- : tesu: 50, from: 40, to: 41
D, [2010-05-19T11:53:16.841750 #3178] DEBUG -- : tesu: 51, from: 51, to: 50
D, [2010-05-19T11:53:16.842749 #3178] DEBUG -- : tesu: 52, from: 49, to: 57
D, [2010-05-19T11:53:16.843705 #3178] DEBUG -- : tesu: 53, from: 42, to: 41
D, [2010-05-19T11:53:16.844914 #3178] DEBUG -- : tesu: 54, from: 31, to: 41
D, [2010-05-19T11:53:16.854835 #3178] DEBUG -- : tesu: 55, from: 33, to: 41
D, [2010-05-19T11:53:16.856064 #3178] DEBUG -- : tesu: 56, from: 37, to: 41
D, [2010-05-19T11:53:16.857181 #3178] DEBUG -- : tesu: 57, from: 61, to: 68
D, [2010-05-19T11:53:16.858181 #3178] DEBUG -- : tesu: 58, from: 57, to: 77
D, [2010-05-19T11:53:16.859204 #3178] DEBUG -- : tesu: 59, from: 85, to: 42
D, [2010-05-19T11:53:16.860171 #3178] DEBUG -- : tesu: 60, from: 41, to: 37
D, [2010-05-19T11:53:16.861107 #3178] DEBUG -- : tesu: 61, from: 82, to: 39
D, [2010-05-19T11:53:16.862060 #3178] DEBUG -- : tesu: 62, from: 85, to: 31
D, [2010-05-19T11:53:16.863176 #3178] DEBUG -- : tesu: 63, from: 34, to: 33
D, [2010-05-19T11:53:16.864251 #3178] DEBUG -- : tesu: 64, from: 82, to: 41
D, [2010-05-19T11:53:16.865242 #3178] DEBUG -- : tesu: 65, from: 42, to: 34
D, [2010-05-19T11:53:16.866323 #3178] DEBUG -- : tesu: 66, from: 77, to: 47
D, [2010-05-19T11:53:16.867450 #3178] DEBUG -- : tesu: 67, from: 50, to: 49
D, [2010-05-19T11:53:16.868480 #3178] DEBUG -- : tesu: 68, from: 46, to: 56
D, [2010-05-19T11:53:16.869447 #3178] DEBUG -- : tesu: 69, from: 15, to: 14
D, [2010-05-19T11:53:16.870662 #3178] DEBUG -- : tesu: 70, from: 48, to: 49
D, [2010-05-19T11:53:16.871713 #3178] DEBUG -- : tesu: 71, from: 6, to: 5
D, [2010-05-19T11:53:16.872872 #3178] DEBUG -- : tesu: 72, from: 4, to: 5
D, [2010-05-19T11:53:16.873839 #3178] DEBUG -- : tesu: 73, from: 35, to: 5
D, [2010-05-19T11:53:16.874883 #3178] DEBUG -- : tesu: 74, from: 82, to: 7
D, [2010-05-19T11:53:16.885034 #3178] DEBUG -- : tesu: 75, from: 8, to: 7
D, [2010-05-19T11:53:16.886160 #3178] DEBUG -- : tesu: 76, from: 82, to: 4
D, [2010-05-19T11:53:16.887437 #3178] DEBUG -- : tesu: 77, from: 5, to: 157
D, [2010-05-19T11:53:16.888664 #3178] DEBUG -- : tesu: 78, from: 19, to: 29
D, [2010-05-19T11:53:16.889648 #3178] DEBUG -- : tesu: 79, from: 39, to: 166
D, [2010-05-19T11:53:16.890800 #3178] DEBUG -- : tesu: 80, from: 29, to: 38
D, [2010-05-19T11:53:16.891775 #3178] DEBUG -- : tesu: 81, from: 82, to: 40
D, [2010-05-19T11:53:16.892711 #3178] DEBUG -- : tesu: 82, from: 38, to: 48
D, [2010-05-19T11:53:16.893657 #3178] DEBUG -- : tesu: 83, from: 85, to: 39
D, [2010-05-19T11:53:16.894748 #3178] DEBUG -- : tesu: 84, from: 48, to: 40
D, [2010-05-19T11:53:16.895696 #3178] DEBUG -- : tesu: 85, from: 39, to: 175
D, [2010-05-19T11:53:16.896718 #3178] DEBUG -- : tesu: 86, from: 56, to: 47
D, [2010-05-19T11:53:16.897779 #3178] DEBUG -- : tesu: 87, from: 87, to: 65
D, [2010-05-19T11:53:16.898756 #3178] DEBUG -- : tesu: 88, from: 82, to: 67
D, [2010-05-19T11:53:16.899820 #3178] DEBUG -- : tesu: 89, from: 65, to: 201
D, [2010-05-19T11:53:16.900875 #3178] DEBUG -- : tesu: 90, from: 67, to: 68
D, [2010-05-19T11:53:16.901822 #3178] DEBUG -- : tesu: 91, from: 83, to: 67
D, [2010-05-19T11:53:16.902775 #3178] DEBUG -- : tesu: 92, from: 64, to: 75
D, [2010-05-19T11:53:16.903747 #3178] DEBUG -- : tesu: 93, from: 73, to: 74
D, [2010-05-19T11:53:16.913618 #3178] DEBUG -- : tesu: 94, from: 87, to: 27
D, [2010-05-19T11:53:16.915009 #3178] DEBUG -- : tesu: 95, from: 74, to: 75
D, [2010-05-19T11:53:16.916079 #3178] DEBUG -- : tesu: 96, from: 31, to: 32
D, [2010-05-19T11:53:16.917050 #3178] DEBUG -- : tesu: 97, from: 7, to: 16
D, [2010-05-19T11:53:16.918656 #3178] DEBUG -- : tesu: 98, from: 84, to: 51
D, [2010-05-19T11:53:16.919805 #3178] DEBUG -- : tesu: 99, from: 52, to: 51
D, [2010-05-19T11:53:16.920764 #3178] DEBUG -- : tesu: 100, from: 27, to: 179
D, [2010-05-19T11:53:16.921696 #3178] DEBUG -- : tesu: 101, from: 82, to: 52
D, [2010-05-19T11:53:16.922759 #3178] DEBUG -- : tesu: 102, from: 51, to: 43
D, [2010-05-19T11:53:16.923766 #3178] DEBUG -- : tesu: 103, from: 84, to: 54
D, [2010-05-19T11:53:16.924918 #3178] DEBUG -- : tesu: 104, from: 43, to: 35
D, [2010-05-19T11:53:16.925884 #3178] DEBUG -- : tesu: 105, from: 67, to: 194
D, [2010-05-19T11:53:16.926896 #3178] DEBUG -- : tesu: 106, from: 35, to: 75
D, [2010-05-19T11:53:16.928026 #3178] DEBUG -- : tesu: 107, from: 66, to: 75
D, [2010-05-19T11:53:16.929128 #3178] DEBUG -- : tesu: 108, from: 68, to: 69
D, [2010-05-19T11:53:16.930202 #3178] DEBUG -- : tesu: 109, from: 33, to: 32
D, [2010-05-19T11:53:16.931174 #3178] DEBUG -- : tesu: 110, from: 84, to: 77
D, [2010-05-19T11:53:16.932217 #3178] DEBUG -- : tesu: 111, from: 87, to: 67
D, [2010-05-19T11:53:16.933277 #3178] DEBUG -- : tesu: 112, from: 85, to: 57
D, [2010-05-19T11:53:16.934299 #3178] DEBUG -- : tesu: 113, from: 67, to: 185
D, [2010-05-19T11:53:16.943721 #3178] DEBUG -- : tesu: 114, from: 47, to: 57
D, [2010-05-19T11:53:16.944871 #3178] DEBUG -- : tesu: 115, from: 85, to: 47
D, [2010-05-19T11:53:16.945956 #3178] DEBUG -- : tesu: 116, from: 69, to: 198
D, [2010-05-19T11:53:16.946946 #3178] DEBUG -- : tesu: 117, from: 47, to: 37
D, [2010-05-19T11:53:16.947954 #3178] DEBUG -- : tesu: 118, from: 70, to: 71
D, [2010-05-19T11:53:16.948900 #3178] DEBUG -- : tesu: 119, from: 62, to: 71
D, [2010-05-19T11:53:16.949918 #3178] DEBUG -- : tesu: 120, from: 87, to: 53
D, [2010-05-19T11:53:16.950879 #3178] DEBUG -- : tesu: 121, from: 72, to: 62
D, [2010-05-19T11:53:16.951902 #3178] DEBUG -- : tesu: 122, from: 87, to: 45
D, [2010-05-19T11:53:16.952912 #3178] DEBUG -- : tesu: 123, from: 88, to: 38
D, [2010-05-19T11:53:16.953905 #3178] DEBUG -- : tesu: 124, from: 85, to: 39
D, [2010-05-19T11:53:16.954964 #3178] DEBUG -- : tesu: 125, from: 52, to: 51
D, [2010-05-19T11:53:16.955922 #3178] DEBUG -- : tesu: 126, from: 82, to: 70
